Id,Title,Type of Work,Company,Location,Pay,Schedule,Status,Requests,Routes,Where Job is performed,Address
9493499,Tech with blue cat6 cable needed to make cable run,Networking,Emergent Wireless Solutions,"594 dean st ,Brooklyn , NY, 11238",$250,03-22-2021 10:00 EDT,Paid,1,,N/A,"594 dean st
Brooklyn, NY 11238 US"
9459919,modem is not working and phones are dropping calls customer would like tech to site to trouble shoot issues,POTS,ConvergeOne (NACR),Satterlee Stephens Burke & Burke LLP / Duane Morris,$322.74,03-12-2021 09:00 EST,Paid,3,1,Satterlee Stephens Burke & Burke LLP,"230 Park Ave Ste 1130
New York, NY 10169 US"
9460016,Tech Dispatch Request - Ticket 1234384,POTS,Cloud5 Communications,"420 Park Ave. South,NYC, NY, 10016",$200,03-11-2021 15:00 EST,Paid,0,,Royalton Park Ave.,"420 Park Ave. South
NYC, NY 10016 US"
9452850,"TD# 77167 - Server HDD Replacement - Woodbridge, NJ - 3/11 - Job# 142462",Server/Storage,AVT Technology Solutions LLC,"370 Route 9 N,Woodbridge, NJ, 07095-1004",$248,03-11-2021 08:00 EST,Paid,4,37,Hampton Inn,"370 Route 9 N
Woodbridge, NJ 07095-1004 US"
9450532,Networking - Smart Hands,Networking,Thrive Networks,"5 Neshaminy Interplex Suite 307 ,Trevose, PA, 19053",$316,03-10-2021 16:15 EST,Paid,0,,Dalzell Trading LLC,"5 Neshaminy Interplex Suite 307
Trevose, PA 19053 US"
9430877,CVS Vertical Verification,General Tasks,Comm-Works,CVS-465,$125,03-08-2021 09:00 EST,Paid,0,,CVS-465,"137 ROUTE 70 CVS-465
MEDFORD, NJ 8055 US"
9428750,West Elm,POTS,Granite Telecommunications,"34 35th Street Building 4, Space 1A,Brooklyn, NY, 11232",$509.44,03-05-2021 09:00 EST,Paid,0,,N/A,"34 35th Street Building 4, Space 1A
Brooklyn, NY 11232 US"
9420561,IW Network Repair,POTS,Granite Telecommunications,"Y0307149 - 99991183 @ GARDEN STATE PKWY,Forked River, NJ, 08731",$307.84,03-03-2021 11:00 EST,Paid,0,,Sunoco,"Y0307149 - 99991183 @ GARDEN STATE PKWY
Forked River, NJ 08731 US"
9376782,Metropolitan Periodontics: Cabling Job,General Tasks,High Tech Innovations,Metropolitan Periodontics- Florham Park,$220,02-25-2021 09:00 EST,Paid,3,,Metropolitan Periodontics,"131 Columbia Turnpike, Ste 2C
Florham Park, NJ 07932 US"
9383026,Tech Dispatch Request - Ticket 1232257,POTS,Cloud5 Communications,"201 North 17th Street,Philadelphia, PA, 19103",$191.9,02-24-2021 09:00 EST,Paid,0,,Philadelphia 201 Hotel,"201 North 17th Street
Philadelphia, PA 19103 US"
9252843,Tech Dispatch Request - Ticket 1227932,VoIP-SIP,Cloud5 Communications,"1180 Ludlow St,Philadelphia, PA, 19107",$315,01-26-2021 11:00 EST,Paid,0,,Canopy Philadelphia,"1180 Ludlow St
Philadelphia, PA 19107 US"
9112223,"Nespresso // White Plains, NY // Network Smart Hands",Networking,BT Americas,"175 Bloomingdale Drive Space H7,White Plains, NY, 10605",$570,12-30-2020 09:00 EST,Paid,9,,Nespresso,"175 Bloomingdale Drive Space H7
White Plains, NY 10605 US"
9111634,"Nespresso // Garden City, NY // Network Smart Hands",Networking,BT Americas,"630 Old Country Road,Garden City, NY, 11530",$570,12-29-2020 09:00 EST,Paid,18,,Nespresso,"630 Old Country Road
Garden City, NY 11530 US"
9111406,"Nespresso // New York, NY // Network Smart Hands",Networking,BT Americas,"1000 3rd Ave,New York, NY, 10022",$570,12-28-2020 09:00 EST,Paid,13,,Nestle,"1000 3rd Ave
New York, NY 10022 US"
9122153,Perform a wireless/wifi site survey,Wireless Networking,ATSG,"264 LEHIGH VALLEY MALL SPACE 187,WHITEHALL, PA, 18052",$318,12-23-2020 19:15 EST,Paid,0,217,LEHIGH VALLEY MALL 1 - KIOSK - (T-MOBILE - 2400),"264 LEHIGH VALLEY MALL SPACE 187
WHITEHALL, PA 18052 US"
9083535,"Nestle // New York, NY  // Network Smart Hands",Networking,BT Americas,"151 West 34th St Floor 8,New York, NY, 10001",$628,12-21-2020 07:30 EST,Paid,6,,Nestle,"151 West 34th St Floor 8
New York, NY 10001 US"
9097362,Troubleshoot analog camera down,CCTV Camera,VideoLink Technologies,Kids Kottage,$150,12-18-2020 08:00 EST,Paid,0,,Kids Kottage,"659 Abbington Dr Suite 404
East Windsor, NJ 08520 US"
9074676,Demarc Extension - CAT6,POTS,Nerds In The City,"Iselin, NJ",$480,12-15-2020 09:00 EST,Paid,0,,"Iselin, NJ","485 Route 1 South Suite A340
Iselin, NJ 08830 US"
9076103,"Time and Materials - Check a couple network runs, possibly install new",Low Voltage Testing,New Ideas Co.,32016 NY Manhattan Office,$305,12-14-2020 09:00 EST,Paid,0,,Scarsdale Oral Surgery,"1075 Central Park Ave Ste 207
Scarsdale, NY 10583 US"
9029016,"Need Technician on site to troubleshoot and repair cabling as needed for BrightSign Media Player to the switch. //  Tech MUST have Face Mask, standard troubleshooting tools Tech MUST have cable certifier with printable results",Low Voltage Runs,CrossCom,"26 Hampton House Rd,Newton , NJ, 07860",$328,12-03-2020 08:00 EST,Paid,0,3,Wal*Mart,"26 Hampton House Rd
Newton, NJ 07860 US"
9023202,PROBLEM: ALL PHONE LINES ARE DOWN.,Low Voltage Testing,CrossCom,"2000 Route 38,CHERRY HILL, NJ, 08002",$325,12-01-2020 04:15 EST,Paid,0,16,CRATE AND BARREL,"2000 Route 38
CHERRY HILL, NJ 08002 US"
8992633,URGENT! Network Troubleshooting - Voice/Phone Issue,POTS,Nerds In The City,Wayne NJ,$225,11-25-2020 09:00 EST,Paid,0,,Wayne NJ,"1700 Route 23N Suite 125
Wayne, NJ 07470 US"
8982229,Replacement of  Two Analog Cameras,CCTV Camera,TDX Tech LLC,"   188 Hempstead Turnpike,West Hempstead, NY, 11552",$225,11-24-2020 10:00 EST,Paid,4,1,Savers 1099,"188 Hempstead Turnpike
West Hempstead, NY 11552 US"
8925383,Remove/Replace stripped screws and Kiosk Preventative Maintenance,Kiosk,Pursuant Health,"Walmart,Walmart-2003 North Brunswick",$165,11-18-2020 15:00 EST,Paid,0,,Walmart-2003 North Brunswick,"979 Route 1 South
North Brunswick, NJ 08902 US"
8964808,Cat6/Coax Terminations and Switch Install,POTS,Nerds In The City,"9449 Ridge Blvd,Brooklyn, NY, 11209",$554.4,11-17-2020 12:30 EST,Paid,0,,9449 Ridge Blvd,"9449 Ridge Blvd
Brooklyn, NY 11209 US"
8915763,Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"736 Route 46 W,Parsippany, NJ, 07054",$575,11-11-2020 08:00 EST,Paid,0,,SO67851 L & L Associates of Parsippany #8 C4619,"736 Route 46 W
Parsippany, NJ 07054 US"
8903986,Demarc Extension - CAT6,POTS,Nerds In The City,"Iselin, NJ",$234,11-09-2020 09:00 EST,Paid,1,,"Iselin, NJ","485 Route 1 South Suite A340
Iselin, NJ 08830 US"
8913323,Tech Dispatch Request - Ticket 1218900,POTS,Cloud5 Communications,"260 North Gulf Road,King of Prussa, PA, 19406",$220,11-04-2020 08:00 EST,Paid,3,,Holiday Inn Express King of Prussia,"260 North Gulf Road
King of Prussa, PA 19406 US"
8914284,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"2657 Route 22,Union, NJ, 07083",$575,11-04-2020 08:00 EST,Paid,0,,SO68995 Princeton Foods #205 C3783,"2657 Route 22
Union, NJ 07083 US"
9021975,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"415 Wagaraw Rd,	Hawthorne, NJ, 07506",$575,11-04-2020 08:00 EST,Paid,0,,SO69008 Vishdev,"415 Wagaraw Rd
Hawthorne, NJ 07506 US"
8863327,Ethernet Circuit down - test to demarc needed,Networking,Comm-Works,American Eagle Outfitters #2326,$310,10-23-2020 08:30 EDT,Paid,0,,American Eagle Outfitters #2326,"200 Baychester Ave Space 204-204b
Bronx, NY 10475 US"
8797760,Register Install and Deinstall,Windows Device,TDX Tech LLC,Victoria's Secret #1482 - Philadelphia Mills,$741,10-22-2020 08:00 EDT,Paid,1,,Victoria's Secret #1482 - Philadelphia Mills,"1870 FRANKLIN MILLS CIRCLE Space 515A
Philadelphia, PA 19154 US"
8850441,"Need Technician On Site ASAP to Move Cabling from Emissions Machine to Switch // Tech MUST Have Face Mask, Cable Testers, Spare Network Jacks/Cabling",Low Voltage Runs,CrossCom,"214 E Dekalb Pike,King of Prussia, PA, 19406",$316,10-20-2020 12:45 EDT,Paid,1,6,PEP BOYS,"214 E Dekalb Pike
King of Prussia, PA 19406 US"
8817770,Simon Properties Menlo Mall 4666 - Troubleshooting of a 3D camera,Networking,Axper,"55 Parsonage Road,Edison, NJ, 08837",$323.1,10-20-2020 09:00 EDT,Paid,0,,Menlo Mall,"55 Parsonage Road
Edison, NJ 08837 US"
8786368,"TWO TECHS NEEDED----Tech to remove all A/V equipment (TVs, speakers, mic, etc.) and boxing the equipment up for storage- Philadelphia, PA",Low Voltage Structured Cabling,Ammacore Inc,"2301 Chestnut St ,Philadelphia, PA, 19103",$2798.75,10-13-2020 09:00 EDT,Paid,0,32,Jacobs Engineering,"2301 Chestnut St
Philadelphia, PA 19103 US"
8795468,Remove Network and Internet Equipment,POTS,Nerds In The City,"MMC Woodbridge, NJ",$250,10-09-2020 09:00 EDT,Paid,3,,"Sherman Oaks, CA","581 Main Street Suite 660
Woodbridge, NJ 07095 US"
8798367,Retail Store Remodel - Need 2nd Technician,Point of Sale,Comm-Works,"5500 Sunrise Highway,Massapequa, NY, 11758",$231,10-08-2020 22:45 EDT,Paid,0,,Michaels,"5500 Sunrise Highway
Massapequa, NY 11758 US"
8792203,Tech Dispatch Request - Ticket 1215155,POTS,Cloud5 Communications,"155 East 50th Street,New York, NY, 10022",$180,10-07-2020 08:00 EDT,Paid,1,,Affinia Fifty,"155 East 50th Street
New York, NY 10022 US"
8784012,Pots in a Box Install - Clifton - 4820020,VoIP-SIP,Applied Network Services,"142 Entin Rd,Clifton, NJ, 07014",$230,10-06-2020 14:00 EDT,Paid,0,25,N/A,"142 Entin Rd
Clifton, NJ 07014 US"
8763672,AudioCodes Gateway Repair,POTS,DiRAD Technologies,"1 Edgewater Plaza, 4 Fl,Staten Island, NY, 10305",$150,10-02-2020 13:00 EDT,Paid,0,,BOE Staten Island,"1 Edgewater Plaza, 4 Fl
Staten Island, NY 10305 US"
8739324,Deployment Win 7 - 10,General Tasks,Maintech,"1818 Victory Boulevard,Staten Island, NY, 10314",$663,09-28-2020 08:30 EDT,Paid,1,,N/A,"1818 Victory Boulevard
Staten Island, NY 10314 US"
8743566,Reg 10 says "NO DB" however the other registers are working,POTS,Granite Telecommunications,"701 ROUTE 440,JERSEY CITY, NJ, 07304",$225,09-25-2020 11:00 EDT,Paid,0,,Marshalls Store 0746,"701 ROUTE 440
JERSEY CITY, NJ 07304 US"
8727323,Tech Dispatch Request - Ticket 1213519,POTS,Cloud5 Communications,"215 East 64th Street,New York, NY, 10021",$199.75,09-25-2020 09:00 EDT,Paid,0,,Affinia Gardens,"215 East 64th Street
New York, NY 10021 US"
8740644,Cable is bad from dmarc to office where it splits,POTS,Granite Telecommunications,"1911 N 76TH STREET,PHILADELPHIA, PA, 19151",$321.02,09-25-2020 09:00 EDT,Paid,0,8,ALDI,"1911 N 76TH STREET
PHILADELPHIA, PA 19151 US"
8705872,Deployment Win 7 - 10,General Tasks,Maintech,"7955 Metropolitan Avenue,Middle Village, NY, 11379",$320,09-25-2020 08:30 EDT,Paid,0,,N/A,"7955 Metropolitan Avenue
Middle Village, NY 11379 US"
8707701,Adjustable Bed - ADD NEW LEGS,Furniture,Allegro Home Delivery,"349 RIVA AVE 732-422-0901,MILLTOWN, NJ, 08850",$115,09-17-2020 08:00 EDT,Paid,0,14,JAMES FLYNN,"349 RIVA AVE 732-422-0901
MILLTOWN, NJ 08850 US"
8699711,Vendor Tech Meet 1pm Today,POTS,Granite Telecommunications,"767 Fifth Ave Concourse Level,New York, NY, 10153",$238,09-16-2020 13:00 EDT,Paid,0,,Apple,"767 Fifth Ave Concourse Level
New York, NY 10153 US"
8665050,DEDICATED COVERAGE,Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$720,09-08-2020 14:00 EDT,Paid,0,,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8588885,"Decal Installation, Kiosk Blood Pressure Cuff/Hose Replacement and PM Kiosk",Kiosk,Pursuant Health,"Walmart,Walmart-2294 Flemington",$110,09-08-2020 09:00 EDT,Paid,0,3,Walmart-2294 Flemington,"152 Route 31 North
Flemington, NJ 08822 US"
8601284,DEDICATED COVERAGE,Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$858.4,09-04-2020 08:46 EDT,Paid,0,3,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8601232,DEDICATED COVERAGE,Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$772,09-03-2020 08:46 EDT,Paid,0,,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8601212,DEDICATED COVERAGE,Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$882.28,09-02-2020 08:46 EDT,Paid,0,,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8591042,Experienced Cable Tech Needed,Low Voltage Runs,Alamon,"111 Presidential Blvd.,Bala Cynwyd, PA, 19004",$1442.1,09-01-2020 08:30 EDT,Paid,0,,Liberty Mutual,"111 Presidential Blvd.
Bala Cynwyd, PA 19004 US"
8590749,verify sync and surf from CISCO 2921 GE0/0/1 and verify connectivity from there to customer switch.,POTS,Granite Telecommunications,"1864 Airport Road,Allentown, PA, 18109",$305,08-28-2020 10:00 EDT,Paid,0,,TMOBILE,"1864 Airport Road
Allentown, PA 18109 US"
8575824,Pre-Configured SD WAN & Meraki Install,Wireless Networking,Comm-Works,"2655 Richmond Ave T122  Staten Island Mall,Staten Island, NY, 10314",$400,08-28-2020 08:00 EDT,Paid,1,6,Finish Line - Staten Island,"2655 Richmond Ave T122  Staten Island Mall
Staten Island, NY 10314 US"
8578254,Kiosk Preventative Maintenance,Kiosk,Pursuant Health,"Walmart,Walmart-2294 Flemington",$80,08-27-2020 11:00 EDT,Paid,0,1,Walmart-2294 Flemington,"152 Route 31 North
Flemington, NJ 08822 US"
8567081,Alex will be configuring and troubleshooting Digi Wireless Modems.,Wireless Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$640,08-25-2020 08:45 EDT,Paid,0,3,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8566200,Alex will be configuring and troubleshooting Digi Wireless Modems.,Wireless Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$660,08-24-2020 09:00 EDT,Paid,0,,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8561567,tech will be configuring and troubleshooting Digi Wireless Modems. Tech 2,Wireless Networking,ATSG,"4 Irving Place,NEW YORK, NY, 10003",$528,08-21-2020 14:00 EDT,Paid,2,3,Con Edison/BT/4 Irving Place/New York,"4 Irving Place
NEW YORK, NY 10003 US"
8557942,Tech Dispatch Request - Ticket 1209081,POTS,Cloud5 Communications,"750 Edwin L. Ward Hwy,Rutherford, NJ, 07070",$180,08-21-2020 09:00 EDT,Paid,0,,Meadowlands - Rutherford,"750 Edwin L. Ward Hwy
Rutherford, NJ 07070 US"
8553214,Tech Dispatch Request - Ticket 1173484,POTS,Cloud5 Communications,"102 W 57th St,New York, NY, 10019",$260.1,08-20-2020 10:00 EDT,Paid,2,,Hilton Grand Vacations West 57th Street by Hilton Club,"102 W 57th St
New York, NY 10019 US"
8555152,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"1011 Bethlehem Pike,Montgomeryville, PA, 18936",$575,08-20-2020 08:00 EDT,Paid,0,,SO65997 Montgomeryville #11971 C11971,"1011 Bethlehem Pike
Montgomeryville, PA 18936 US"
8529261,HARD DOWN- Technician will be troubleshooting the Analog Telephone Adapter (ATA).- NEED LAPTOP,Low Voltage Runs,CrossCom,"2000 CLEMENTS BRIDGE RD,WOODBURY, NJ, 08096",$286,08-13-2020 08:45 EDT,Paid,0,32,MICHAELS,"2000 CLEMENTS BRIDGE RD
WOODBURY, NJ 08096 US"
8462381,Install/Cross Connect New Line - May Require Additional Wiring and 1 Jack,POTS,Dart Telecom,"1542 Redondo Ln,Lakewood , NJ, 08701",$310,07-28-2020 12:00 EDT,Paid,0,,Noach Witty,"1542 Redondo Ln
Lakewood, NJ 08701 US"
8461431,Tech Dispatch Request - Ticket 1205769,POTS,Cloud5 Communications,"45 Glimcher Realty Way,Elizabeth, NJ, 07201",$170,07-28-2020 08:00 EDT,Paid,1,,Elizabeth - Newark Airport,"45 Glimcher Realty Way
Elizabeth, NJ 07201 US"
8447306,Ethernet Wiring and Set up Access Point,Wireless Networking,Red Payments,"3 Grandview Drive,Holmdel, NJ, 07733",$250,07-24-2020 11:00 EDT,Paid,0,,N/A,"3 Grandview Drive
Holmdel, NJ 07733 US"
8450162,ALARM PANEL NOT COMMUNICATING WITH PHONE LINE,POTS,Granite Telecommunications,"650 ROUTE 70,BRICK , NJ, 08723",$294,07-24-2020 10:00 EDT,Paid,0,,Marshalls Store,"650 ROUTE 70
BRICK, NJ 08723 US"
8309470,347367 DD RSVP Conversion 2020,Point of Sale,Avid Technology Resources LLC,347367 DUNKIN DONUTS,$320,07-07-2020 12:30 EDT,Paid,0,11,347367 DUNKIN DONUTS,"344 N MAIN ST
LANOKA HARBOR, NJ 08734 US"
8352066,T&M REPAIR - INSTALL CABLE RUN,General Tasks,Sagent,"2105 Highway 35 Ste 101,Holmdel, NJ, 07733",$237.75,06-28-2020 08:00 EDT,Paid,0,6,CHILI'S,"2105 Highway 35 Ste 101
Holmdel, NJ 07733 US"
8339466,"Remove Old Existing Printer, Install New Ricoh 250 MF Printer, Return old via FedEx (If old printer is a Ricoh) (approx. 75 lbs.).",Printer,Cormac,"PSI Site,PSI Testing Center 11555 in NY-Brooklyn on Coney Island",$300,06-24-2020 09:00 EDT,Paid,1,20,PSI Testing Center 11555 in NY-Brooklyn on Coney Island,"527 Coney Island Avenue
Brooklyn, NY 11218 US"
8339664,"Need Technician On Site To Troubleshoot GigabitEthernet Port on Router // Tech MUST Have Face Mask, Laptop With Internet Access, Console Cable,  Ethernet Cables",Networking,CrossCom,"5011 Bristol Pike,Bristol, PA, 19007",$295,06-24-2020 08:15 EDT,Paid,0,10,Hertz,"5011 Bristol Pike
Bristol, PA 19007 US"
8324589,"Install check-in Workstation Windows PC,  Confirm configuration is correct and can access the network.***Please bring spare ethernet cable in case it is needed",Windows Device,Cormac,"PSI Site,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic",$235.2,06-22-2020 14:00 EDT,Paid,0,20,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic,"365 West Passaic Suite 180
Rochelle Park, NJ 07662 US"
8312590,Eagle Eye Bridge Swap,CCTV Camera,"Tie National, LLC","376 2nd St. Pike ,Southampton, PA, 18966",$311,06-19-2020 12:00 EDT,Paid,1,,Massage Envy,"376 2nd St. Pike
Southampton, PA 18966 US"
8305817,Install adapter for monitor onto KVM switch,Windows Device,Cormac,"PSI Site,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic",$183.3,06-16-2020 14:00 EDT,Paid,0,,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic,"365 West Passaic Suite 180
Rochelle Park, NJ 07662 US"
8300182,Install KVM switch and an additional workstation at and existing checkin Station.  KVM has been sent into the site.,Windows Device,Cormac,"PSI Site,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic",$243.1,06-12-2020 12:30 EDT,Paid,0,19,PSI Testing Center 10781 in NJ-Rochelle Park on Passaic,"365 West Passaic Suite 180
Rochelle Park, NJ 07662 US"
8286712,Troubleshoot Wall Port,Point of Sale,TDX Tech LLC,"2439 Nazareth Rd.,Easton, PA, 18045",$316,06-12-2020 10:00 EDT,Paid,1,,Jenny Craig # 2224,"2439 Nazareth Rd.
Easton, PA 18045 US"
8283889,Avaya IP OFFICE 500 replace card,POTS,Global Telecom Supply,"81 Swamp Road,Newtown, PA, 18940",$316,06-10-2020 11:00 EDT,Paid,0,,St Andrew Catholic Church,"81 Swamp Road
Newtown, PA 18940 US"
8288410,K5691-5561: Need to run a new line for a brand new terminal,Networking,"Kinettix, Inc.","840 Morris Turnpike 289 Essex County, NJ 07078,Essex County, NJ, 07078",$443.25,06-10-2020 08:30 EDT,Paid,0,,Benihana Short Hills,"840 Morris Turnpike 289 Essex County, NJ 07078
Essex County, NJ 07078 US"
8120607,Tech Dispatch Request - Ticket 1193297,POTS,Cloud5 Communications,"155 East 50th Street,New York, NY, 10022",$225,03-31-2020 13:30 EDT,Paid,4,,Affinia Fifty,"155 East 50th Street
New York, NY 10022 US"
8108976,Firewall console access and trouble shooting,Networking,BT Americas,US-WLI,$410,03-31-2020 10:00 EDT,Paid,0,4,US-WLI,"32-69 Gale Avenue 1st Floor Computer Room
Long Island, NY 11101 US"
8090004,"Please locate analog lines installed by granite 5704204126 and 5704204127. If these have not been extended, please extend them to the suite.",VoIP-SIP,Granite Telecommunications,"422 NORMAL STREET  STE B,East Stroudsburg, PA, 18301",$318.75,03-20-2020 13:00 EDT,Paid,0,,HearUSA,"422 NORMAL STREET STE B
East Stroudsburg, PA 18301 US"
8094889,Pickup Reusable Gear At Old Site,Wireless Networking,ATSG,"480 Norristown Road
Floor 2,Blue Bell, PA, 19422",$349,03-20-2020 12:45 EDT,Paid,0,,HUB - BLUE BELL,"480 Norristown Road
Floor 2
Blue Bell, PA 19422 US"
8084871,TRAINING CONFIG & TS DIGI WIRELESS MODEMS,Wireless Networking,ATSG,"4 IRVING PLACE,NEW YORK, NY, 10003",$320,03-19-2020 09:47 EDT,Paid,1,10,"CON EDISON - NEW YORK, NY","4 IRVING PLACE
NEW YORK, NY 10003 US"
8074348,"URGENT!!!Nortel CS1000 tech needed ASAP for vendor meet--DCH 91 bouncing / loop back shows good to PBX, Verizon does not see an issue (need FIRM arrival time from bidding tech)",POTS,ConvergeOne (NACR),Abington Memorial Hospital,$496.1,03-12-2020 22:00 EDT,Paid,0,,Abington Memorial Hospital,"1200 Old York Rd
Abington, PA 19001 US"
8065430,Troubleshoot Media Player and Display Power,Networking,ATSG,"1321 Union Boulevard,Allentown, PA, 18109",$340,03-12-2020 13:45 EDT,Paid,1,115,MCDONALDS #00124 STRATACACHE,"1321 Union Boulevard
Allentown, PA 18109 US"
8053285,Tech Dispatch Request - Ticket 1190307,POTS,Cloud5 Communications,"4230 US Route 1,S. Brunswick, NJ, 08852",$170,03-10-2020 11:00 EDT,Paid,3,,Princeton - South Brunswick,"4230 US Route 1
S. Brunswick, NJ 08852 US"
8024550,VTM requested 3/6 at 10am Please dispatch a tech to meet with the sites fire alarm company to make sure line 9737160370 is correctly run from the demark to the fire panel and confirmed working.,POTS,Granite Telecommunications,"77 W MOUNT PLEASANT AV,Livingston, NJ, 07039",$263.25,03-06-2020 10:00 EST,Paid,1,,Music & Arts,"77 W MOUNT PLEASANT AV
Livingston, NJ 07039 US"
8021121,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"187 Market Street,Newark, NJ, 07102",$575,03-05-2020 08:00 EST,Paid,0,,SO63532 ATKing #3 C12805,"187 Market Street
Newark, NJ 07102 US"
8024653,Tech Dispatch Request - Ticket 1189600,POTS,Cloud5 Communications,"4230 US Route 1,S. Brunswick, NJ, 08852",$150,03-05-2020 08:00 EST,Paid,0,,Princeton - South Brunswick,"4230 US Route 1
S. Brunswick, NJ 08852 US"
8026769,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"1477 South Ave,Plainfield, NJ, 07062",$575,03-05-2020 08:00 EST,Paid,0,,SO64503 Princeton  #204 C3736,"1477 South Ave
Plainfield, NJ 07062 US"
8003541,TECH 2 Please Replace Display 2,Networking,ATSG,"2407 HIGHWAY 35 (WALL TOWNSHIP),MANASQUAN, NJ, 08736",$454.3,03-03-2020 08:00 EST,Paid,0,223,TACO BELL #034013,"2407 HIGHWAY 35 (WALL TOWNSHIP)
MANASQUAN, NJ 08736 US"
7930878,Mavis - NTB Site Take Over 2020 ** 2 techs required**,Low Voltage Runs,TDX Tech LLC,Mavis  Philadelphia,$725,03-01-2020 14:00 EST,Paid,4,,Mavis  Philadelphia,"216 Franklin Mills Circle
Philadelphia, PA 19154 US"
7930877,Mavis - NTB Site Take Over 2020 ** 2 techs required**,Low Voltage Testing,TDX Tech LLC,Mavis  Langhorne,$1099.1,03-01-2020 07:30 EST,Paid,4,,Mavis  Langhorne,"221 S. Woodbourne Rd
Langhorne, PA 19047 US"
7920579,Windstream - Milbar Makris - Demarc Extension -innerduct/fiber run,Fiber Runs,Tech Connect,"1000 Westlakes Dr,Berwyn, PA, 19312",$450,02-19-2020 10:00 EST,Paid,1,4,N/A,"1000 Westlakes Dr
Berwyn, PA 19312 US"
7905491,Client Moving,Networking,Intellicomp,Achim Corporate,$900,02-16-2020 09:00 EST,Paid,4,,Achim Corporate,"58 2nd Avenue
Brooklyn, NY 11215 US"
7905612,Client Moving Second Technician,Networking,Intellicomp,Achim Corporate,$900,02-16-2020 09:00 EST,Paid,7,,Achim Corporate,"58 2nd Avenue
Brooklyn, NY 11215 US"
7912132,Test Copper 25pr for distance,POTS,TDX Tech LLC,Hobby Lobby #508R,$384,02-14-2020 12:00 EST,Paid,0,,Hobby Lobby #508R,"Hobby Lobby #508R 909 us hwy 1 South
North Brunswick, NJ 08902 US"
7925313,DIAGNOSE AND REPAIR Wall Jack and Cabling -- PLEASE BRING MATERIAL[S] WITH YOU,Low Voltage Runs,Computer Plus,"600 Commons Way Bldg E,Bridgewater, NJ, 08807",$240,02-14-2020 01:30 EST,Paid,1,135,N/A,"600 Commons Way Bldg E
Bridgewater, NJ 08807 US"
7918703,Tech Dispatch Request - Ticket 1169900,POTS,Cloud5 Communications,"38 Two Bridges Road,Fairfield, NJ, 07004",$190,02-13-2020 11:00 EST,Paid,0,,Fairfield,"38 Two Bridges Road
Fairfield, NJ 07004 US"
7913360,Jack Activations,POTS,Nerds In The City,"White Plains, NY",$225,02-13-2020 09:00 EST,Paid,0,,"White Plains, NY","711 Westchester Ave Suite 403
White Plains, NY 10604 US"
7905615,PC Swap,Server/Storage,NewBold Technologies,"23 Palmer Square,Princeton, NJ, 08542",$350,02-11-2020 21:30 EST,Paid,0,2,SIAB PLUS - HOLIDAY INN REDLAND,"23 Palmer Square
Princeton, NJ 08542 US"
7895515,URGENT!! Need Low Voltage Permit Pulled,Point of Sale,Dumac Business Systems,"3020 Veterans Highway,Bristol, PA, 19007",$575,02-10-2020 08:00 EST,Paid,0,,SO61217 Wendtwo #4051 C4051,"3020 Veterans Highway
Bristol, PA 19007 US"
7882958,Tech Dispatch Request - Ticket 1185221,POTS,Cloud5 Communications,"125 East 50th Street,New York, NY, 10022",$213.75,02-07-2020 08:00 EST,Paid,2,,The Benjamin,"125 East 50th Street
New York, NY 10022 US"
7888543,Tech Dispatch Request - Ticket 1169900,POTS,Cloud5 Communications,"38 Two Bridges Road,Fairfield, NJ, 07004",$190,02-07-2020 08:00 EST,Paid,3,,Fairfield,"38 Two Bridges Road
Fairfield, NJ 07004 US"
